time,potential_energy,kinetic_energy,overlaps
0.0000,0.0000,0.0000,0
1.0000,0.0000,0.0000,0
2.0000,0.0000,0.0000,0
3.0000,0.0000,0.0000,0
4.0000,0.0000,0.0000,0
5.0000,0.0000,0.0000,0
6.0000,0.0000,0.0000,0
7.0000,0.0000,0.0000,0
8.0000,0.0000,0.0000,0
9.0000,0.0000,0.0000,0
10.0000,0.0000,0.0000,0
11.0000,0.0000,0.0000,0
12.0000,0.0000,0.0000,0
13.0000,0.0000,0.0000,0
14.0000,0.0000,0.0000,0
15.0000,0.0000,0.0000,0
16.0000,0.0000,0.0000,0
17.0000,0.0000,0.0000,0
18.0000,0.0000,0.0000,0
19.0000,0.0000,0.0000,0
20.0000,0.0000,0.0000,0
21.0000,0.0000,0.0000,0
22.0000,0.0000,0.0000,0
23.0000,0.0000,0.0000,0
24.0000,0.0000,0.0000,0
25.0000,0.0000,0.0000,0
26.0000,0.0000,0.0000,0
27.0000,0.0000,0.0000,0
28.0000,0.0000,0.0000,0
29.0000,0.0000,0.0000,0
30.0000,0.0000,0.0000,0
31.0000,0.0000,0.0000,0
32.0000,0.0000,0.0000,0
33.0000,0.0000,0.0000,0
34.0000,0.0000,0.0000,0
35.0000,0.0000,0.0000,0
36.0000,0.0000,0.0000,0
37.0000,0.0000,0.0000,0
38.0000,0.0000,0.0000,0
39.0000,0.0000,0.0000,0
40.0000,0.0000,0.0000,0
41.0000,0.0000,0.0000,0
42.0000,0.0000,0.0000,0
43.0000,0.0000,0.0000,0
44.0000,0.0000,0.0000,0
45.0000,0.0000,0.0000,0
46.0000,0.0000,0.0000,0
47.0000,0.0000,0.0000,0
48.0000,0.0000,0.0000,0
49.0000,0.0000,0.0000,0
50.0000,0.0000,0.0000,0
51.0000,0.0000,0.0000,0
52.0000,0.0000,0.0000,0
53.0000,0.0000,0.0000,0
54.0000,0.0000,0.0000,0
55.0000,0.0000,0.0000,0
56.0000,0.0000,0.0000,0
57.0000,0.0000,0.0000,0
58.0000,0.0000,0.0000,0
59.0000,0.0000,0.0000,0
60.0000,0.0000,0.0000,0
61.0000,0.0000,0.0000,0
62.0000,0.0000,0.0000,0
63.0000,0.0000,0.0000,0
64.0000,0.0000,0.0000,0
65.0000,0.0000,0.0000,0
66.0000,0.0000,0.0000,0
67.0000,0.0000,0.0000,0
68.0000,0.0000,0.0000,0
69.0000,0.0000,0.0000,0
70.0000,0.0000,0.0000,0
71.0000,0.0000,0.0000,0
72.0000,0.0000,0.0000,0
73.0000,0.0000,0.0000,0
74.0000,0.0000,0.0000,0
75.0000,0.0000,0.0000,0
76.0000,0.0000,0.0000,0
77.0000,0.0000,0.0000,0
78.0000,0.0000,0.0000,0
79.0000,0.0000,0.0000,0
80.0000,0.0000,0.0000,0
81.0000,0.0000,0.0000,0
82.0000,0.0000,0.0000,0
83.0000,0.0000,0.0000,0
84.0000,0.0000,0.0000,0
85.0000,0.0000,0.0000,0
86.0000,0.0000,0.0000,0
87.0000,0.0000,0.0000,0
88.0000,0.0000,0.0000,0
89.0000,0.0000,0.0000,0
90.0000,0.0000,0.0000,0
91.0000,0.0000,0.0000,0
92.0000,0.0000,0.0000,0
93.0000,0.0000,0.0000,0
94.0000,0.0000,0.0000,0
95.0000,0.0000,0.0000,0
96.0000,0.0000,0.0000,0
97.0000,0.0000,0.0000,0
98.0000,0.0000,0.0000,0
99.0000,0.0000,0.0000,0
100.0000,0.0000,0.0000,0
