time,potential_energy,kinetic_energy,overlaps
0.0000,0.0000,0.0000,0
3.0000,0.0000,0.0000,0
6.0000,0.0000,0.0000,0
9.0000,0.0000,0.0000,0
12.0000,0.0000,0.0000,0
15.0000,0.0000,0.0000,0
18.0000,0.0000,0.0000,0
21.0000,0.0000,0.0000,0
24.0000,0.0000,0.0000,0
27.0000,0.0000,0.0000,0
30.0000,0.0000,0.0000,0
33.0000,0.0000,0.0000,0
36.0000,0.0000,0.0000,0
39.0000,0.0000,0.0000,0
42.0000,0.0000,0.0000,0
45.0000,0.0000,0.0000,0
48.0000,0.0000,0.0000,0
51.0000,0.0000,0.0000,0
54.0000,0.0000,0.0000,0
57.0000,0.0000,0.0000,0
60.0000,0.0000,0.0000,0
63.0000,0.0000,0.0000,0
66.0000,0.0000,0.0000,0
69.0000,0.0000,0.0000,0
72.0000,0.0000,0.0000,0
75.0000,0.0000,0.0000,0
78.0000,0.0000,0.0000,0
81.0000,0.0000,0.0000,0
84.0000,0.0000,0.0000,0
87.0000,0.0000,0.0000,0
90.0000,0.0000,0.0000,0
93.0000,0.0000,0.0000,0
96.0000,0.0000,0.0000,0
99.0000,0.0000,0.0000,0
102.0000,0.0000,0.0000,0
105.0000,0.0000,0.0000,0
108.0000,0.0000,0.0000,0
111.0000,0.0000,0.0000,0
114.0000,0.0000,0.0000,0
117.0000,0.0000,0.0000,0
120.0000,0.0000,0.0000,0
123.0000,0.0000,0.0000,0
126.0000,0.0000,0.0000,0
129.0000,0.0000,0.0000,0
132.0000,0.0000,0.0000,0
135.0000,0.0000,0.0000,0
138.0000,0.0000,0.0000,0
141.0000,0.0000,0.0000,0
144.0000,0.0000,0.0000,0
147.0000,0.0000,0.0000,0
150.0000,0.0000,0.0000,0
153.0000,0.0000,0.0000,0
156.0000,0.0000,0.0000,0
159.0000,0.0000,0.0000,0
162.0000,0.0000,0.0000,0
165.0000,0.0000,0.0000,0
168.0000,0.0000,0.0000,0
171.0000,0.0000,0.0000,0
174.0000,0.0000,0.0000,0
177.0000,0.0000,0.0000,0
180.0000,0.0000,0.0000,0
183.0000,0.0000,0.0000,0
186.0000,0.0000,0.0000,0
189.0000,0.0000,0.0000,0
192.0000,0.0000,0.0000,0
195.0000,0.0000,0.0000,0
198.0000,0.0000,0.0000,0
201.0000,0.0000,0.0000,0
204.0000,0.0000,0.0000,0
207.0000,0.0000,0.0000,0
210.0000,0.0000,0.0000,0
213.0000,0.0000,0.0000,0
216.0000,0.0000,0.0000,0
219.0000,0.0000,0.0000,0
222.0000,0.0000,0.0000,0
225.0000,0.0000,0.0000,0
228.0000,0.0000,0.0000,0
231.0000,0.0000,0.0000,0
234.0000,0.0000,0.0000,0
237.0000,0.0000,0.0000,0
240.0000,0.0000,0.0000,0
243.0000,0.0000,0.0000,0
246.0000,0.0000,0.0000,0
249.0000,0.0000,0.0000,0
252.0000,0.0000,0.0000,0
255.0000,0.0000,0.0000,0
258.0000,0.0000,0.0000,0
261.0000,0.0000,0.0000,0
264.0000,0.0000,0.0000,0
267.0000,0.0000,0.0000,0
270.0000,0.0000,0.0000,0
273.0000,0.0000,0.0000,0
276.0000,0.0000,0.0000,0
279.0000,0.0000,0.0000,0
282.0000,0.0000,0.0000,0
285.0000,0.0000,0.0000,0
288.0000,0.0000,0.0000,0
291.0000,0.0000,0.0000,0
294.0000,0.0000,0.0000,0
297.0000,0.0000,0.0000,0
300.0000,0.0000,0.0000,0
303.0000,0.0000,0.0000,0
306.0000,0.0000,0.0000,0
309.0000,0.0000,0.0000,0
312.0000,0.0000,0.0000,0
315.0000,0.0000,0.0000,0
318.0000,0.0000,0.0000,0
321.0000,0.0000,0.0000,0
324.0000,0.0000,0.0000,0
327.0000,0.0000,0.0000,0
330.0000,0.0000,0.0000,0
333.0000,0.0000,0.0000,0
336.0000,0.0000,0.0000,0
339.0000,0.0000,0.0000,0
342.0000,0.0000,0.0000,0
345.0000,0.0000,0.0000,0
348.0000,0.0000,0.0000,0
351.0000,0.0000,0.0000,0
354.0000,0.0000,0.0000,0
357.0000,0.0000,0.0000,0
359.9700,0.0000,0.0000,0
