time,potential_energy,kinetic_energy,overlaps
0.0000,0.0000,0.0000,0
2.0000,0.0000,0.0000,0
4.0000,0.0000,0.0000,0
6.0000,0.0000,0.0000,0
8.0000,0.0000,0.0000,0
10.0000,0.0000,0.0000,0
12.0000,0.0000,0.0000,0
14.0000,0.0000,0.0000,0
16.0000,0.0000,0.0000,0
18.0000,0.0000,0.0000,0
20.0000,0.0000,0.0000,0
22.0000,0.0000,0.0000,0
24.0000,0.0000,0.0000,0
26.0000,0.0000,0.0000,0
28.0000,0.0000,0.0000,0
30.0000,0.0000,0.0000,0
32.0000,0.0000,0.0000,0
34.0000,0.0000,0.0000,0
36.0000,0.0000,0.0000,0
38.0000,0.0000,0.0000,0
40.0000,0.0000,0.0000,0
42.0000,0.0000,0.0000,0
44.0000,0.0000,0.0000,0
46.0000,0.0000,0.0000,0
48.0000,0.0000,0.0000,0
50.0000,0.0000,0.0000,0
52.0000,0.0000,0.0000,0
54.0000,0.0000,0.0000,0
56.0000,0.0000,0.0000,0
58.0000,0.0000,0.0000,0
60.0000,0.0000,0.0000,0
62.0000,0.0000,0.0000,0
64.0000,0.0000,0.0000,0
66.0000,0.0000,0.0000,0
68.0000,0.0000,0.0000,0
70.0000,0.0000,0.0000,0
72.0000,0.0000,0.0000,0
74.0000,0.0000,0.0000,0
76.0000,0.0000,0.0000,0
78.0000,0.0000,0.0000,0
80.0000,0.0000,0.0000,0
82.0000,0.0000,0.0000,0
84.0000,0.0000,0.0000,0
86.0000,0.0000,0.0000,0
88.0000,0.0000,0.0000,0
90.0000,0.0000,0.0000,0
92.0000,0.0000,0.0000,0
94.0000,0.0000,0.0000,0
96.0000,0.0000,0.0000,0
98.0000,0.0000,0.0000,0
100.0000,0.0000,0.0000,0
102.0000,0.0000,0.0000,0
104.0000,0.0000,0.0000,0
106.0000,0.0000,0.0000,0
108.0000,0.0000,0.0000,0
110.0000,0.0000,0.0000,0
112.0000,0.0000,0.0000,0
114.0000,0.0000,0.0000,0
116.0000,0.0000,0.0000,0
118.0000,0.0000,0.0000,0
120.0000,0.0000,0.0000,0
122.0000,0.0000,0.0000,0
124.0000,0.0000,0.0000,0
126.0000,0.0000,0.0000,0
128.0000,0.0000,0.0000,0
130.0000,0.0000,0.0000,0
132.0000,0.0000,0.0000,0
134.0000,0.0000,0.0000,0
136.0000,0.0000,0.0000,0
138.0000,0.0000,0.0000,0
140.0000,0.0000,0.0000,0
142.0000,0.0000,0.0000,0
144.0000,0.0000,0.0000,0
146.0000,0.0000,0.0000,0
148.0000,0.0000,0.0000,0
150.0000,0.0000,0.0000,0
152.0000,0.0000,0.0000,0
154.0000,0.0000,0.0000,0
156.0000,0.0000,0.0000,0
158.0000,0.0000,0.0000,0
160.0000,0.0000,0.0000,0
162.0000,0.0000,0.0000,0
164.0000,0.0000,0.0000,0
166.0000,0.0000,0.0000,0
168.0000,0.0000,0.0000,0
170.0000,0.0000,0.0000,0
172.0000,0.0000,0.0000,0
174.0000,0.0000,0.0000,0
176.0000,0.0000,0.0000,0
178.0000,0.0000,0.0000,0
180.0000,0.0000,0.0000,0
182.0000,0.0000,0.0000,0
184.0000,0.0000,0.0000,0
186.0000,0.0000,0.0000,0
188.0000,0.0000,0.0000,0
190.0000,0.0000,0.0000,0
192.0000,0.0000,0.0000,0
194.0000,0.0000,0.0000,0
196.0000,0.0000,0.0000,0
198.0000,0.0000,0.0000,0
200.0000,0.0000,0.0000,0
202.0000,0.0000,0.0000,0
204.0000,0.0000,0.0000,0
206.0000,0.0000,0.0000,0
208.0000,0.0000,0.0000,0
210.0000,0.0000,0.0000,0
212.0000,0.0000,0.0000,0
214.0000,0.0000,0.0000,0
216.0000,0.0000,0.0000,0
218.0000,0.0000,0.0000,0
220.0000,0.0000,0.0000,0
222.0000,0.0000,0.0000,0
224.0000,0.0000,0.0000,0
226.0000,0.0000,0.0000,0
228.0000,0.0000,0.0000,0
230.0000,0.0000,0.0000,0
232.0000,0.0000,0.0000,0
234.0000,0.0000,0.0000,0
236.0000,0.0000,0.0000,0
238.0000,0.0000,0.0000,0
240.0000,0.0000,0.0000,0
242.0000,0.0000,0.0000,0
244.0000,0.0000,0.0000,0
246.0000,0.0000,0.0000,0
248.0000,0.0000,0.0000,0
250.0000,0.0000,0.0000,0
252.0000,0.0000,0.0000,0
254.0000,0.0000,0.0000,0
256.0000,0.0000,0.0000,0
258.0000,0.0000,0.0000,0
260.0000,0.0000,0.0000,0
262.0000,0.0000,0.0000,0
264.0000,0.0000,0.0000,0
266.0000,0.0000,0.0000,0
268.0000,0.0000,0.0000,0
270.0000,0.0000,0.0000,0
272.0000,0.0000,0.0000,0
274.0000,0.0000,0.0000,0
276.0000,0.0000,0.0000,0
278.0000,0.0000,0.0000,0
280.0000,0.0000,0.0000,0
282.0000,0.0000,0.0000,0
284.0000,0.0000,0.0000,0
286.0000,0.0000,0.0000,0
288.0000,0.0000,0.0000,0
290.0000,0.0000,0.0000,0
292.0000,0.0000,0.0000,0
294.0000,0.0000,0.0000,0
296.0000,0.0000,0.0000,0
298.0000,0.0000,0.0000,0
299.9800,0.0000,0.0000,0
